power,mu1,mu2,sd1,sd2,n1,n2,n_sim,datetime
0.9601,0,3,2,3,10,50,10000,2024-09-04T22:14:07Z
0.7517,0,3,2,3,20,10,10000,2024-09-04T22:10:54Z
0.9511,0,3,2,3,20,20,10000,2024-09-04T22:11:40Z
0.9836,0,3,2,3,20,30,10000,2024-09-04T22:12:30Z
0.9946,0,3,2,3,20,40,10000,2024-09-04T22:13:20Z
0.9971,0,3,2,3,20,50,10000,2024-09-04T22:14:17Z
0.7713,0,3,2,3,30,10,10000,2024-09-04T22:11:01Z
0.9665,0,3,2,3,30,20,10000,2024-09-04T22:11:49Z
0.9946,0,3,2,3,30,30,10000,2024-09-04T22:12:40Z
0.999,0,3,2,3,30,40,10000,2024-09-04T22:13:33Z
0.9996,0,3,2,3,30,50,10000,2024-09-04T22:14:27Z
0.7788,0,3,2,3,40,10,10000,2024-09-04T22:11:09Z
0.9733,0,3,2,3,40,20,10000,2024-09-04T22:11:58Z
0.9959,0,3,2,3,40,30,10000,2024-09-04T22:12:51Z
0.9998,0,3,2,3,40,40,10000,2024-09-04T22:13:42Z
0.9998,0,3,2,3,40,50,10000,2024-09-04T22:14:36Z
0.7839,0,3,2,3,50,10,10000,2024-09-04T22:11:18Z
0.9759,0,3,2,3,50,20,10000,2024-09-04T22:12:11Z
0.9976,0,3,2,3,50,30,10000,2024-09-04T22:12:59Z
0.9996,0,3,2,3,50,40,10000,2024-09-04T22:13:54Z
1,0,3,2,3,50,50,10000,2024-09-04T22:14:49Z
0.782,0,3,3,1,10,10,10000,2024-09-04T22:10:38Z
0.7978,0,3,3,1,10,20,10000,2024-09-04T22:11:22Z
0.7908,0,3,3,1,10,30,10000,2024-09-04T22:12:16Z
0.7986,0,3,3,1,10,40,10000,2024-09-04T22:13:03Z
0.7974,0,3,3,1,10,50,10000,2024-09-04T22:13:59Z
0.9723,0,3,3,1,20,10,10000,2024-09-04T22:10:45Z
0.9821,0,3,3,1,20,20,10000,2024-09-04T22:11:36Z
0.9828,0,3,3,1,20,30,10000,2024-09-04T22:12:25Z
0.98740000000000006,0,3,3,1,20,40,10000,2024-09-04T22:13:13Z
0.9863,0,3,3,1,20,50,10000,2024-09-04T22:14:11Z
0.9957,0,3,3,1,30,10,10000,2024-09-04T22:10:57Z
0.9988,0,3,3,1,30,20,10000,2024-09-04T22:11:44Z
0.9995,0,3,3,1,30,30,10000,2024-09-04T22:12:35Z
0.9987,0,3,3,1,30,40,10000,2024-09-04T22:13:26Z
0.9995,0,3,3,1,30,50,10000,2024-09-04T22:14:22Z
0.9998,0,3,3,1,40,10,10000,2024-09-04T22:11:05Z
0.9998,0,3,3,1,40,20,10000,2024-09-04T22:11:53Z
0.9997,0,3,3,1,40,30,10000,2024-09-04T22:12:44Z
0.9998,0,3,3,1,40,40,10000,2024-09-04T22:13:37Z
1,0,3,3,1,40,50,10000,2024-09-04T22:14:31Z
0.9996,0,3,3,1,50,10,10000,2024-09-04T22:11:13Z
1,0,3,3,1,50,20,10000,2024-09-04T22:12:02Z
1,0,3,3,1,50,30,10000,2024-09-04T22:12:55Z
1,0,3,3,1,50,40,10000,2024-09-04T22:13:48Z
1,0,3,3,1,50,50,10000,2024-09-04T22:14:41Z
0.6906,0,3,3,2,10,10,10000,2024-09-04T22:10:42Z
0.752,0,3,3,2,10,20,10000,2024-09-04T22:11:27Z
0.7686,0,3,3,2,10,30,10000,2024-09-04T22:12:16Z
0.7825,0,3,3,2,10,40,10000,2024-09-04T22:13:08Z
0.7856,0,3,3,2,10,50,10000,2024-09-04T22:14:03Z
0.8827,0,3,3,2,20,10,10000,2024-09-04T22:10:49Z
0.9531,0,3,3,2,20,20,10000,2024-09-04T22:11:36Z
0.9668,0,3,3,2,20,30,10000,2024-09-04T22:12:30Z
0.9743,0,3,3,2,20,40,10000,2024-09-04T22:13:18Z
0.9784,0,3,3,2,20,50,10000,2024-09-04T22:14:13Z
0.9328,0,3,3,2,30,10,10000,2024-09-04T22:10:58Z
0.9853,0,3,3,2,30,20,10000,2024-09-04T22:11:49Z
0.9947,0,3,3,2,30,30,10000,2024-09-04T22:12:39Z
0.9964,0,3,3,2,30,40,10000,2024-09-04T22:13:28Z
0.9976,0,3,3,2,30,50,10000,2024-09-04T22:14:25Z
0.9496,0,3,3,2,40,10,10000,2024-09-04T22:11:09Z
0.9946,0,3,3,2,40,20,10000,2024-09-04T22:11:57Z
0.9983,0,3,3,2,40,30,10000,2024-09-04T22:12:47Z
0.9994,0,3,3,2,40,40,10000,2024-09-04T22:13:40Z
0.9997,0,3,3,2,40,50,10000,2024-09-04T22:14:36Z
0.9567,0,3,3,2,50,10,10000,2024-09-04T22:11:18Z
0.9976,0,3,3,2,50,20,10000,2024-09-04T22:12:07Z
0.9996,0,3,3,2,50,30,10000,2024-09-04T22:12:56Z
1,0,3,3,2,50,40,10000,2024-09-04T22:13:53Z
0.9999,0,3,3,2,50,50,10000,2024-09-04T22:14:45Z
0.5588,0,3,3,3,10,10,10000,2024-09-04T22:10:45Z
0.682,0,3,3,3,10,20,10000,2024-09-04T22:11:31Z
0.7326,0,3,3,3,10,30,10000,2024-09-04T22:12:21Z
0.7471,0,3,3,3,10,40,10000,2024-09-04T22:13:10Z
0.7684,0,3,3,3,10,50,10000,2024-09-04T22:14:08Z
0.6842,0,3,3,3,20,10,10000,2024-09-04T22:10:54Z
0.8654,0,3,3,3,20,20,10000,2024-09-04T22:11:40Z
0.922,0,3,3,3,20,30,10000,2024-09-04T22:12:31Z
0.944,0,3,3,3,20,40,10000,2024-09-04T22:13:23Z
0.9604,0,3,3,3,20,50,10000,2024-09-04T22:14:17Z
0.7294,0,3,3,3,30,10,10000,2024-09-04T22:11:01Z
0.9212,0,3,3,3,30,20,10000,2024-09-04T22:11:49Z
0.9712,0,3,3,3,30,30,10000,2024-09-04T22:12:42Z
0.985,0,3,3,3,30,40,10000,2024-09-04T22:13:33Z
0.9883,0,3,3,3,30,50,10000,2024-09-04T22:14:27Z
0.7558,0,3,3,3,40,10,10000,2024-09-04T22:11:09Z
0.947,0,3,3,3,40,20,10000,2024-09-04T22:12:02Z
0.9821,0,3,3,3,40,30,10000,2024-09-04T22:12:51Z
0.9929,0,3,3,3,40,40,10000,2024-09-04T22:13:42Z
0.9964,0,3,3,3,40,50,10000,2024-09-04T22:14:39Z
0.763,0,3,3,3,50,10,10000,2024-09-04T22:11:22Z
0.9576,0,3,3,3,50,20,10000,2024-09-04T22:12:11Z
0.9896,0,3,3,3,50,30,10000,2024-09-04T22:12:59Z
0.9971,0,3,3,3,50,40,10000,2024-09-04T22:13:56Z
0.9986,0,3,3,3,50,50,10000,2024-09-04T22:14:49Z
